device,model,task,image_id,latency_ms,resolution,measured_at
cuda,yolo11n-seg,segmentation,000000000260,64.21782400002485,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000263,34.71587299964085,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000283,49.17070600004081,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000294,125.46539999993911,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000307,39.104703000248264,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000308,87.8595670001232,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000309,45.56809899986547,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000312,45.18135199987228,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000315,168.23336200013728,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000321,42.591211999933876,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000322,37.05162300002485,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000326,35.63293599972894,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000328,54.33176800033834,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000332,96.2762809999731,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000338,47.54508799987889,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000349,40.5234339996241,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000357,16.277433000141173,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000359,44.23081100003401,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000360,31.31855599986011,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000368,139.11550100010572,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000370,32.27684600005887,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000382,37.970519000282366,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000384,36.82438899977569,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000387,29.89767100007157,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000389,80.51635999981954,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000394,32.11794100025145,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000395,92.39126600004965,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000397,47.21132199983913,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000400,31.005236000055447,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000404,36.64132499989137,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000415,36.46351300039896,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000419,36.86661699975957,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000428,22.567843000160792,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000431,36.6949519998343,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000436,36.8604420000338,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000438,152.12711000003765,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000443,76.05840999985958,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000446,49.18222700007391,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000450,60.134454000035475,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000459,33.091906999743514,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000471,24.44141599971772,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000472,24.701987999833364,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000474,23.95788299963897,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000486,23.674462999679236,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000488,67.17094099985843,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000490,35.88848899971708,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000491,41.56227099974785,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000502,23.86558900025193,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000508,15.750169000057213,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000510,33.50864799995179,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000514,22.99079400017945,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000520,81.23747899981026,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000529,32.47209000028306,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000531,84.4987420000507,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000532,55.855794999843056,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000536,45.397956000215345,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000009,153.2866180000383,640,2026-07-01
